id,medium,url,headline,kicker,teaser,llm_topic
391,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/magdeburg-attentat-104.html,Wie Sätze des Täters aus dem Kontext gerissen werden,Anschlag in Magdeburg,Der Täter von Magdeburg war im Netz sehr aktiv. Nach dem Anschlag wurden vor allem in rechtsextremen Kreisen einige seiner Beiträge mit Blick auf sein mögliches Motiv verbreitet. Doch mehrere davon sind irreführend.,Terroranschlag
362,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/usa-usaid-fakes-100.html,Welche Falschbehauptungen über USAID kursieren,Kürzung der Entwicklungshilfe,"US-Präsident Trump hat angekündigt, bei der US-Entwicklungsbehörde USAID massiv einzusparen. Um den Schritt zu begründen, teilten Trump und Musk jedoch auch Falschbehauptungen über die Behörde.",Entwicklungshilfe
337,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/usa-trump-ukraine-106.html,Welche Behauptungen von Trump falsch sind,Krieg gegen die Ukraine,"Seit Wochen übt US-Präsident Trump Druck auf die Ukraine und ihren Präsidenten Selenskyj aus. Dabei stellt er zahlreiche Falschbehauptungen auf, um Selenskyj zu diskreditieren und die Rolle der USA zu überhöhen.",Ukraine-Krieg
350,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/prognos-umfragen-prgonosen-102.html,Wie man sich eine Wahl projiziert,Zweifelhafte Umfrageergebnisse,"Ein X-Account veröffentlicht ""Projektionen"" zu den voraussichtlich 2029 stattfindenden Bundestags- und Europawahlen. Obwohl er nicht zum ersten Mal mit zweifelhaftem Vorgehen auffällt, erzielt er damit Aufmerksamkeit.",Wahlprognosen
324,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/iran-israel-fakes-100.html,KI-generierte Fakes und alte Videos im Umlauf,Krieg in Nahost,"Die Eskalation zwischen Israel und dem Iran wird von vielen Falschbehauptungen im Netz begleitet. Vor allem KI-generierte Bilder und Videos befinden sich darunter, aber auch Material, das in anderem Zusammenhang entstanden ist.",Nahostkonflikt
338,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/kontext/religioese-fussball-influencer-100.html,Wie religiöse Organisationen Fußball-Profis für ihre Missionsarbeit nutzen,Social Media,"Einige Fußballprofis zeigen ihren Fans gerne, wie wichtig ihnen ihr Glaube ist. Die Wirkung dieser Stars auf junge Zielgruppen nutzen einige Organisationen auch für die Missionierung auf Social Media oder in Schulen. Zwei dieser Organisationen haben Verbindungen zu evangelikalen Kirchen mit teils fragwürdigen Ansichten.",Religion
629,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/todesgeruechte-trump-100.html,N/A,N/A,"""Wie haben Sie herausgefunden, dass Sie tot sind?"", fragt ein Journalist kürzlich bei einer Pressekonferenz den US-amerikanischen Präsidenten. ""Haben Sie das mitbekommen?"" Trump verneint erst, sagt dann jedoch, dass er davon gehört habe und es ""verrückt"" sei.",Gesundheit von Politikern
622,tagesschau-faktenfinder,https://www.tagesschau.de/faktenfinder/fakes-selenskyj-100.html,N/A,N/A,"""Der Warlord lebt auf großem Fuss!"" - schreibt ein reichweitenstarker Nutzer auf der Plattform X. Dazu postet er ein Bild des ukrainischen Präsidenten Wolodymyr Selenskyj neben dem Präsidenten des Europäischen Rates, António Costa. Der Fokus des Bildes liegt auf den Schuhen des ukrainischen Präsidenten, die extra in einem Bildausschnitt hervorgehoben werden. Zu sehen sind sehr hohe Absätze, mit denen sich Selenskyj offenbar größer machen möchte, so der Tenor. Doch das Bild ist ein Fake.",Propaganda
107,br-faktenfuchs,"https://www.br.de/nachrichten/deutschland-welt/faktenfuchs-wir-sind-erreichbar,SRA7o7k",Wir sind erreichbar,N/A,Haben Sie Hinweise auf Falschbehauptungen? Oder haben Sie einen Fehler entdeckt? Schreiben Sie uns!,Kontakt
290,br-faktenfuchs,"https://www.br.de/nachrichten/deutschland-welt/asow-regiment-ukrainische-helden-oder-extremisten,T2nKOyA",Asow-Regiment: Ukrainische Helden oder Extremisten?,N/A,"Auf TikTok verbreiten sich Videos, in denen das ukrainische Asow-Regiment gefeiert wird. Russland sieht das als Beleg für Rechtsextreme im Militär. Helden oder Nazis: Wer ist Asow - und welche Kontakte gibt es nach Deutschland? Ein #Faktenfuchs",Asow-Regiment
299,br-faktenfuchs,"https://www.br.de/nachrichten/wirtschaft/faktenfuchs-wie-effizient-ist-windenergie,TBxRJZB",Wie effizient ist Windenergie?,N/A,"Kritiker der Windenergie bezweifeln, dass sich diese Energieform rentiert. Im Netz wird behauptet, Windräder verbrauchten bei der Herstellung mehr CO2, als sie später einsparen. Und die Windkraft lohne sich auch finanziell nicht. Ein #Faktenfuchs.",Windenergie
287,br-faktenfuchs,"https://www.br.de/nachrichten/wissen/behauptungen-zu-long-covid-im-faktencheck-faktenfuchs,T4xothJ",Behauptungen zu Long Covid im Faktencheck,N/A,"Long Covid oder Post Covid – diese Begriffe fallen, wenn Menschen nach einer Covid-19-Erkrankung nicht mehr richtig gesund werden. Im Netz werden viele Behauptungen dazu geteilt. Der #Faktenfuchs klärt, welche stimmen – und welche nicht.",Long Covid
243,br-faktenfuchs,"https://www.br.de/nachrichten/netzwelt/warum-sich-flat-earth-theorien-jetzt-auch-auf-tiktok-verbreiten,TZKHRzC",Warum sich Flat-Earth-Theorien jetzt auch auf TikTok verbreiten,N/A,"Der Glaube, die Erde sei flach, ist uralt – und so etwas wie der Klassiker unter den Verschwörungstheorien. Seit Kurzem verbreiten sich sogenannte Flat-Earth-Inhalte auch auf TikTok. Warum glauben junge Leute daran?",Verschwörungstheorien
279,br-faktenfuchs,"https://www.br.de/nachrichten/wissen/heutige-klimakrise-und-fruehere-waermephasen-nicht-vergleichbar-faktenfuchs,TeUsmTZ",Heutige Klimakrise und frühere Wärmephasen nicht vergleichbar,N/A,"Weil es in der Erdgeschichte bereits sehr warme Phasen mit hoher CO2-Konzentration gab, könne der Klimawandel nicht menschengemacht sein. Das behaupten einige User im Netz. Doch die Argumentation ist falsch. Ein #Faktenfuchs.",Klimawandel
273,br-faktenfuchs,"https://www.br.de/nachrichten/wirtschaft/wie-eine-angebliche-bargeldabschaffung-aengste-schueren-soll,Tnk5Nj8",Wie eine angebliche Bargeldabschaffung Ängste schüren soll,N/A,"Rechtspopulisten warnen vor einer angeblich drohenden Bargeldabschaffung, um Angst vor ""totaler Überwachung"" zu verbreiten. Wieso sich dieses Thema so gut dafür eignet und welche Rolle Verschwörungstheorien dabei spielen. Ein #Faktenfuchs.",Bargeldabschaffung
271,br-faktenfuchs,"https://www.br.de/nachrichten/deutschland-welt/faktenfuchs-als-ifcn-mitglied-bestaetigt,TxkzfBC",#Faktenfuchs als IFCN-Mitglied bestätigt,N/A,Das Faktencheck-Format des Bayerischen Rundfunks erfüllt erneut die anspruchsvollen Kriterien des Internationalen Faktenchecker-Netzwerks. Das Team bleibt damit zertifiziertes IFCN-Mitglied – eines von dreien in Deutschland.,Faktencheck-Zertifizierung
233,br-faktenfuchs,"https://www.br.de/nachrichten/deutschland-welt/faktenfuchs-was-ist-eigentlich-mobilfunkstrahlung-und-5g,U3hSTGl",Was ist eigentlich Mobilfunkstrahlung und 5G?,N/A,"Die neuen 5G-Mobilfunknetze decken mittlerweile fast gesamt Deutschland ab. Doch was ist eigentlich Mobilfunkstrahlung, wie funktioniert dieses Netz und was ist 5G? Ein #Faktenfuchs.",5G-Technologie
222,br-faktenfuchs,"https://www.br.de/nachrichten/deutschland-welt/wie-gross-ist-der-eu-einfluss-auf-deutsche-gesetze-ein-faktenfuchs,UE9HFV1",Wie groß ist der EU-Einfluss auf deutsche Gesetze?,N/A,"Im Netz behaupten einige, dass zwei Drittel der deutschen Gesetze auf Vorgaben der Europäischen Union zurückgehen. Der Einfluss der EU ist zwar groß, ihn an einem konkreten Prozentsatz festzumachen, ist aber nicht so einfach. Ein #Faktenfuchs.",EU-Einfluss
214,br-faktenfuchs,"https://www.br.de/nachrichten/bayern/faktenfuchs-so-viel-zahlt-die-eu-fuer-bayerns-hochwasserschutz,UI997Bm",So viel zahlt die EU für Bayerns Hochwasserschutz,N/A,"Nach der Hochwasserkatastrophe geht das Rechnen und Diskutieren los: Wie viel wurde in Bayern für Hochwasserschutz ausgegeben? Und ist das genug? Auch die EU fördert bayerische Projekte. Der #Faktenfuchs hat recherchiert, wie hoch die Zahlen sind.",Hochwasserschutz
198,br-faktenfuchs,"https://www.br.de/nachrichten/bayern/faktenfuchs-krankenhaussterben-wer-ist-schuld,UNVakMV",Wer ist schuld am Krankenhaussterben?,N/A,Vielen Krankenhäusern geht es finanziell schlecht. Laut Bayerns Wirtschaftsminister Hubert Aiwanger trägt der Bund die Verantwortung dafür. Aber das ist nicht die ganze Wahrheit. Ein #Faktenfuchs.,Krankenhausfinanzierung
182,br-faktenfuchs,"https://www.br.de/nachrichten/deutschland-welt/geld-fuer-fluechtlinge-wie-uns-zahlen-in-die-irre-fuehren,UU5auKR",Geld für Flüchtlinge: Wie uns Zahlen in die Irre führen,N/A,"Seit Jahren teilen Verbreiter von Falschinformation Berichte über Geldbeträge in sozialen Medien. Ihr Ziel: Stimmung machen gegen Leistungen für Flüchtlinge. Dahinter steckt die Strategie, Gruppen gegeneinander auszuspielen. Ein #Faktenfuchs.",Flüchtlingsleistungen
162,br-faktenfuchs,"https://www.br.de/nachrichten/deutschland-welt/was-die-bundestagswahl-sicher-macht-faktenfuchs,UZHoVSL",Was die Bundestagswahl sicher macht,N/A,Wie ist die Bundestagswahl abgesichert gegen Betrugsversuche? Welche Kontrollen gibt es? Die Antworten finden Sie hier.,Bundestagswahl
164,br-faktenfuchs,"https://www.br.de/nachrichten/deutschland-welt/faktenfuchs-wahlarena-mit-freie-waehler-afd-linke-und-bsw,UcVPKjl","Wahlarena mit Freie Wähler, AfD, Linke und BSW",N/A,"Vor der Bundestagswahl 2025 stellten sich die bayerischen Spitzenkandidaten Hubert Aiwanger (Freie Wähler), Ates Gürpinar (Die Linke), Klaus Ernst (BSW) und Stephan Protschka (AfD) den Fragen der Bürgerinnen und Bürger. Ihre Aussagen im Faktencheck.",Politik
153,br-faktenfuchs,"https://www.br.de/nachrichten/wissen/konfrontativer-mexiko-brief-an-trump-ist-ein-fake-faktenfuchs,Uea48Mw",Konfrontativer Mexiko-Brief an Trump ist ein Fake,N/A,Ein angeblicher Brief von Mexikos Präsidentin Claudia Sheinbaum an Donald Trump verbreitet sich auf WhatsApp und anderen Netzwerken. Doch er ist erfunden – und wird seit Jahren immer wieder geteilt.,Fake-Nachrichten
142,br-faktenfuchs,"https://www.br.de/nachrichten/deutschland-welt/faktenfuchs-videos-ueber-vermeintliche-afd-demos-sind-gefaelscht,UiW7pao",Videos über vermeintliche AfD-Demos sind gefälscht,N/A,"Manipulierte Videos vermitteln den falschen Eindruck, in deutschen Großstädten wie München und Nürnberg gingen massenhaft Menschen für die AfD auf die Straße. Der #Faktenfuchs erklärt, was dahintersteckt.",Desinformation
132,br-faktenfuchs,"https://www.br.de/nachrichten/sport/faktenfuchs-fifa-will-den-usa-nicht-die-wm-wegnehmen,UntDVFE","FIFA will den USA nicht die WM ""wegnehmen""",N/A,Wird die WM 2026 doch nicht wie geplant in den USA ausgetragen? Das wird in Videos auf TikTok behauptet. Doch dafür gibt es keine Belege.,Fußball-WM
587,br-faktenfuchs,"https://www.br.de/nachrichten/wissen/faktenfuchs-klimawandel-oder-sommer-wie-frueher,Ut5AdDE","Klimawandel oder ""Sommer wie früher""?",N/A,"In Bayern ist die Zahl der heißen Tage in den vergangenen Jahrzehnten deutlich gestiegen. Trotzdem hört man: ""Früher war es auch schon heiß!"" Unterstellt wird: Panikmache. Warum die Erinnerung hier aber täuschen kann – und wie das ausgenutzt wird.",Klimawandel
577,br-faktenfuchs,"https://www.br.de/nachrichten/netzwelt/faktenfuchs-ki-video-von-bayern-fan-vor-br-mikro-geht-viral,UzbJSp5",KI-Video von Bayern-Fan vor BR-Mikro geht viral,N/A,"Auf Instagram geht ein KI-generiertes Video eines jungen FC-Bayern-Fans viral. Der Clip gibt vor, dass der Bub dem BR ein Interview gibt. Derartige Videos, genannt ""AI Slop"", fluten derzeit die Social-Media-Timelines. Ein #Faktenfuchs.",KI-generierte Inhalte
99,correctiv,https://correctiv.org/faktencheck/2025/03/04/kein-wahlbetrug-meldung-ueber-3-000-entsorgte-afd-stimmzettel-in-der-elbe-ist-erfunden/,Kein Wahlbetrug: Meldung über 3.000 entsorgte AfD-Stimmzettel in der Elbe ist erfunden,BUNDESTAGSWAHL 2025,"Angeblich wurden in Magdeburg nach der Bundestagswahl 2025 über 3.000 AfD-Stimmzettel in der Elbe gefunden und nach Dresden gebracht. Das ist erfunden, weder die Polizei in Magdeburg noch die Stadtverwaltung in Dresden meldeten einen solchen Vorfall.",Wahlbetrug
91,correctiv,https://correctiv.org/faktencheck/2025/03/12/sahra-wagenknecht-und-alice-schwarzer-verbreiten-unbelegte-zahlen-zu-kriegstoten-in-der-ukraine/,Sahra Wagenknecht und Alice Schwarzer verbreiten unbelegte Zahlen zu Kriegstoten in der Ukraine,BUNDESTAGSWAHL 2025,"Sahra Wagenknecht und Alice Schwarzer behaupten, der Krieg in der Ukraine habe über eine Million Tote an der Front gefordert. Belege für diese Zahl gibt es nicht; Schätzungen von Fachleuten liegen darunter.",Ukraine-Krieg
82,correctiv,https://correctiv.org/faktencheck/2025/03/21/70-prozent-in-deutschland-wollen-tesla-kaufen-umfrage-wurde-mutmasslich-manipuliert/,70 Prozent in Deutschland wollen Tesla kaufen? Umfrage wurde mutmaßlich manipuliert,FAKTENCHECK,"Auf X heißt es, 70 Prozent der Befragten hätten in einer Umfrage des Nachrichtenportals T-Online angegeben, einen Tesla kaufen zu wollen. Doch T-Online vermutet Manipulation. Andere Zahlen sprechen für die zunehmende Unbeliebtheit des E-Auto-Herstellers.",Tesla
74,correctiv,https://correctiv.org/faktencheck/2025/03/28/keine-belege-fuer-geplante-kindergeld-abschaffung-durch-cdu-chef-friedrich-merz/,Keine Belege für geplante Kindergeld-Abschaffung durch CDU-Chef Friedrich Merz,FAKTENCHECK,"Tiktok-Videos mit dramatischer Musik berichten davon, dass CDU-Chef Friedrich Merz plane, das Kindergeld abzuschaffen. Doch dafür gibt es keine Belege. Die Union hat laut Wahlprogramm andere Pläne.",Kindergeld
65,correctiv,https://correctiv.org/faktencheck/2025/04/09/un-charta-feindstaatenklausel-ist-spaetestens-seit-1995-hinfaellig/,UN-Charta: Feindstaatenklausel ist spätestens seit 1995 hinfällig,FAKTENCHECK,"Ist es Russland per UN-Charta erlaubt, in Deutschland militärisch zu intervenieren, wenn die Regierung Taurus-Raketen an die Ukraine liefern würde? Das behaupten Nutzerinnen und Nutzer in Sozialen Netzwerken. Angeblich wäre das über die Feindstaatenklausel möglich. Doch die ist seit Jahrzehnten hinfällig.",UN-Charta
56,correctiv,https://correctiv.org/faktencheck/2025/04/25/rente-mit-57-jahren-online-kursiert-falsche-behauptung-zu-ukrainischen-gefluechteten-in-deutschland/,Rente mit 57 Jahren? Online kursiert falsche Behauptung zu ukrainischen Geflüchteten in Deutschland,FAKTENCHECK,"Geflüchtete aus der Ukraine sollen angeblich zehn Jahre früher als Deutsche in Rente gehen dürfen und das, ohne einzuzahlen. Beides stimmt nicht.",Rente
48,correctiv,https://correctiv.org/faktencheck/2025/05/06/us-gesundheitsminister-kennedy-jr-gewann-keinen-prozess-zu-covid-impfungen-am-obersten-gerichtshof/,Robert F. Kennedy Jr. gewann keinen Corona-Prozess am Obersten Gerichtshof,FAKTENCHECK,"Online macht ein Kettenbrief über eine angeblich erfolgreiche Klage des US-Gesundheitsministers Robert F. Kennedy Junior die Runde: Demnach soll der Oberste Gerichtshof bestätigt haben, dass Covid-19-Impfstoffe irreparable Schäden auslösen. Das stimmt nicht.",Impfstoffe
39,correctiv,https://correctiv.org/faktencheck/2025/05/20/entlassung-von-verfassungsschutz-thomas-haldenwang-kein-bezug-zu-afd-gutachten-oder-friedrich-merz/,Kein Bezug zu AfD-Gutachten: Verfassungsschutzchef Haldenwang ging Ende 2024 in den Ruhestand,FAKTENCHECK,"Nachdem der Verfassungsschutz die AfD als gesichert rechtsextrem eingestuft hat, kursiert in Sozialen Netzwerken ein Video, laut dem der Verfassungsschutzchef entlassen worden sei. Doch Thomas Haldenwang schied schon vor Monaten aus dem Amt.",Verfassungsschutz
31,correctiv,https://correctiv.org/faktencheck/hintergrund/2025/06/11/koalitionsplaene-zu-totalsanktionen-beim-buergergeld-sind-rechtlich-umstritten/,Koalitionspläne zu Totalsanktionen beim Bürgergeld sind rechtlich umstritten,POLITIK,"In ihrem Koalitionsvertrag forderte die neue Regierung für Arbeitslose, die mehrfach eine Arbeit ablehnen, einen vollständigen Leistungsentzug. Und das obwohl das Verfassungsgericht solche Sanktionen bereits 2019 einschränkte. Sind die Pläne der Koalition rechtmäßig?",Bürgergeld
22,correctiv,https://correctiv.org/faktencheck/2025/06/23/ukraine-krieg-video-von-sich-bewegender-leiche-beweist-keine-inszenierung/,Ukraine-Krieg: Video von sich bewegender „Leiche“ beweist keine Inszenierung,FAKTENCHECK,"Ein Video, in dem sich eine vermeintliche Leiche bewegt, soll beweisen, dass in der Ukraine Kriegsopfer für Fernsehberichte inszeniert werden. Der Hintergrund des Videos ist jedoch ein ganz anderer.",Ukraine-Krieg
13,correctiv,https://correctiv.org/faktencheck/2025/07/17/mit-welchen-tricks-klimawandelleugner-steve-milloy-temperaturdaten-aus-den-usa-verdreht/,Mit welchen Tricks Klimawandelleugner Steve Milloy Temperaturdaten aus den USA verdreht,FAKTENCHECK,"Klimawandelleugner Steve Milloy behauptet, in den USA habe es seit 2012 keine „globale Erwärmung“ gegeben. Das soll eine Grafik der US-Wetterbehörde NOAA belegen. Warum das nicht stimmt, erklären wir im Faktencheck.",Klimawandel
5,correctiv,https://correctiv.org/faktencheck/2025/07/25/wie-ein-saechsischer-afd-politiker-ohne-belege-stimmung-gegen-queere-gefluechtete-macht/,Wie ein sächsischer AfD-Politiker ohne Belege Stimmung gegen queere Geflüchtete macht,FAKTENCHECK,"Ein sächsischer AfD-Politiker behauptet, „Whirlpool-Veranstaltungen“ queerer Afghanen seien mit 68.000 Euro aus Steuermitteln gefördert worden. Doch die Summe ist nirgends zu finden.",Flüchtlinge
566,correctiv,https://correctiv.org/faktencheck/2025/08/12/sommerinterview-mit-baerbel-bas-wird-buergergeld-weitergezahlt-wenn-jemand-unbekannt-verzieht/,"Sommerinterview mit Bärbel Bas: Wird Bürgergeld weitergezahlt, wenn jemand unbekannt verzieht?",POLITIK,"Im Sommerinterview mit Bärbel Bas ging es zumeist um ihre Pläne für die Rente und das Bürgergeld. Dabei unterlief der Ministerin zumindest eine Ungenauigkeit beim Thema Sanktionen. Auch eine Behauptung zu der Anzahl Geiseln, die die Hamas noch gefangen hält, ist nicht korrekt.",Bürgergeld
558,correctiv,https://correctiv.org/faktencheck/2025/09/10/irrefuehrender-kettenbrief-was-die-ki-auf-whatsapp-darf-und-was-nicht/,Irreführender Kettenbrief: Was die KI auf Whatsapp darf – und was nicht,GESELLSCHAFT,"Ein Kettenbrief warnt in Sozialen Netzwerken vor der Meta KI auf Whatsapp. Die habe angeblich Zugriff auf alle Chats, doch das stimmt nicht. Fachleute kritisieren die Meta-KI zwar für Datenschutzrisiken und die Speicherung vieler Daten, aber Nutzerinnen und Nutzer können sich davor schützen.",Künstliche Intelligenz
549,correctiv,https://correctiv.org/faktencheck/hintergrund/2025/09/30/das-buergergeld-die-hartnaeckigsten-behauptungen-im-faktencheck/,Das Bürgergeld: Die hartnäckigsten Behauptungen im Faktencheck,POLITIK,"Es sei zu teuer, biete zu wenig Anreiz zum Arbeiten oder verleite zu Sozialbetrug – immer wieder kursieren online und in der Politik Behauptungen über das Bürgergeld. Wir haben uns die größten Narrative der letzten Jahre genauer angeschaut.",Bürgergeld
